feature,importance
date_2023-05-24,0.020384263
date_2023-02-01,0.018176509
date_2023-02-04,0.017948182
date_2023-01-01,0.017477943
date_2023-01-19,0.017399048
date_2023-01-30,0.017196208
date_2023-05-19,0.016265811
date_2023-05-23,0.016215049
date_2023-01-26,0.01601296
date_2023-01-29,0.015969321
date_2023-05-20,0.015835201
date_2023-05-21,0.01582881
date_2023-05-27,0.01572234
date_2023-02-02,0.015648466
date_2023-01-24,0.015534844
date_2023-05-26,0.015497862
date_2023-05-25,0.014937801
date_2023-05-18,0.014859537
date_2023-06-26,0.014406576
date_2023-01-31,0.01432052
date_2023-06-04,0.013921335
date_2023-05-17,0.013920129
date_2023-01-05,0.013727728
date_2023-02-06,0.01370442
date_2023-06-28,0.01293697
date_2023-06-23,0.012861667
date_2023-06-02,0.012655855
date_2023-04-09,0.012390763
date_2023-06-25,0.012351699
date_2023-06-22,0.011982154
date_2023-05-22,0.01172624
date_2023-01-12,0.011558382
date_2023-01-04,0.011390934
date_2023-01-25,0.0112373205
date_2023-02-08,0.011069976
date_2023-05-28,0.010851999
date_2023-01-28,0.010693647
date_2023-02-09,0.010619123
date_2023-01-27,0.010476299
date_2023-04-06,0.010267151
date_2023-01-08,0.010214428
date_2023-03-14,0.010192338
date_2023-05-16,0.010162635
date_2023-06-08,0.010154984
date_2023-01-11,0.010118073
date_2023-02-03,0.010088057
date_2023-03-15,0.009895455
date_2023-06-03,0.009224853
date_2023-01-03,0.009035932
date_2023-04-12,0.009014376
date_2023-06-14,0.008925809
date_2023-06-17,0.008797016
date_2023-02-12,0.008563487
date_2023-04-02,0.008493852
date_2023-03-23,0.008283546
date_2023-02-05,0.008245539
date_2023-05-29,0.007715139
date_2023-05-13,0.007488137
date_2023-04-11,0.0071650078
date_2023-06-06,0.0070692124
date_2023-06-12,0.006978229
date_2023-02-16,0.0066447947
date_2023-03-17,0.0065370495
date_2023-03-18,0.006506327
date_2023-02-15,0.006488596
date_2023-04-15,0.0063471314
date_2023-03-25,0.0063105687
date_2023-02-14,0.006112993
date_2023-01-13,0.0061005927
date_2023-01-23,0.0060149934
date_2023-01-10,0.005953626
date_2023-06-21,0.0059496164
date_2023-05-12,0.0058491724
date_2023-02-11,0.0058072815
date_2023-06-18,0.0057997657
date_2023-04-08,0.0057872324
date_2023-02-10,0.005589813
date_2023-06-05,0.005535276
date_2023-04-16,0.005527089
date_2023-05-14,0.00546639
date_2023-04-19,0.0053233374
date_2023-03-21,0.0052484744
date_2023-06-09,0.00515332
date_2023-06-19,0.0050969343
date_2023-01-17,0.00507037
date_2023-02-25,0.0050395383
date_2023-04-22,0.0048547112
date_2023-03-20,0.004833249
date_2023-03-08,0.004793507
date_2023-04-04,0.0047902763
date_2023-05-07,0.0047446876
date_2023-03-26,0.0046541286
date_2023-05-04,0.0045197015
date_2023-03-22,0.004463264
date_2023-03-24,0.0043880907
date_2023-02-13,0.004206919
date_2023-04-21,0.0041740173
date_2023-01-16,0.0041610994
date_2023-05-09,0.004142123
date_2023-04-07,0.004085729
date_2023-06-16,0.0040637837
date_2023-01-06,0.0040241634
date_2023-01-18,0.003940347
date_2023-05-03,0.0038718719
date_2023-03-11,0.0038086295
date_2023-06-10,0.0037649968
date_2023-04-26,0.003593294
date_2023-01-09,0.003487058
date_2023-05-05,0.0033465559
date_2023-06-13,0.0031403333
date_2023-02-23,0.003080039
date_2023-02-21,0.0
date_2023-04-05,0.0
date_2023-03-12,0.0
date_2023-06-11,0.0
date_2023-03-19,0.0
date_2023-04-01,0.0
date_2023-03-31,0.0
date_2023-02-17,0.0
date_2023-02-19,0.0
date_2023-03-27,0.0
date_2023-01-20,0.0
date_2023-04-28,0.0
date_2023-01-07,0.0
date_2023-03-10,0.0
date_2023-02-26,0.0
date_2023-04-30,0.0
date_2023-05-01,0.0
date_2023-05-06,0.0
date_2023-04-25,0.0
date_2023-05-08,0.0
date_2023-04-24,0.0
date_2023-03-07,0.0
date_2023-04-23,0.0
date_2023-03-06,0.0
date_2023-01-14,0.0
date_2023-04-20,0.0
date_2023-03-04,0.0
date_2023-03-03,0.0
date_2023-03-02,0.0
date_2023-03-09,0.0
date_2023-03-01,0.0
date_2023-04-29,0.0
date_2023-03-28,0.0
