seed,fit_time_sec_mean,fit_time_sec_std,predict_time_sec_mean,predict_time_sec_std,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,target,experiment,framework
42,0.8647654252010397,0.032716502450289696,0.0018867749982746317,0.000692604847270504,0.9683744760130415,0.013280644871813506,0.9725202893696044,0.02148248704568266,0.9775821596244132,0.0076985125985908264,0.9749191898586812,0.010400384382927112,target,boosting_suite_catboost_baseline,boosting_suite_catboost_baseline
77,0.8419566248019692,0.013776606647529614,0.0015627332031726837,3.81421440116317e-05,0.964834653004192,0.013931955146474231,0.9592733144103007,0.016398748384425232,0.9860328638497652,0.009821511962143537,0.9724130058258542,0.01078528646969347,target,boosting_suite_catboost_baseline,boosting_suite_catboost_baseline
