seed,fit_time_sec_mean,fit_time_sec_std,predict_time_sec_mean,predict_time_sec_std,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,target,experiment,framework,ablation_suite,preprocessing_variant,feature_variant,feature_description,feature_variant_key,estimator_name,experiment_family
42,0.3865451751975343,0.01217149472707026,0.02582050819473807,0.00032455174956918614,0.9683744760130415,0.004741521118498422,0.9753296775035905,0.01750422549063681,0.9748435054773082,0.022906376244051157,0.9747582412863471,0.004053152148159422,target,feature_ablation_xgboost_poly2,feature_ablation_xgboost_poly2,True,poly2,Polynomial (deg=2),Augment numeric features with 2nd-degree polynomial terms.,poly2,xgboost,feature_ablation
