fold,framework,accuracy,f1_macro,roc_auc_ovr,avg_precision_ovr
1,LightGBM,1.0,1.0,1.0,1.0
2,LightGBM,0.9473684210526315,0.942866688940862,0.9924664264657714,0.9955199406706147
3,LightGBM,0.956140350877193,0.9521289997480473,0.9834656084656084,0.9887962344747252
4,LightGBM,0.9649122807017544,0.9626596790042581,0.9986772486772486,0.999236105236692
5,LightGBM,0.9734513274336283,0.9714382003538631,0.9976525821596244,0.9985930775956
