seed,fit_time_sec_mean,fit_time_sec_std,predict_time_sec_mean,predict_time_sec_std,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,target,experiment,framework,ablation_suite,preprocessing_variant,feature_variant,feature_description,feature_variant_key,estimator_name,experiment_family
42,0.10530751719488762,0.0854917842597171,0.0030793668003752826,0.00026674276221702435,0.9630957925787922,0.01686564232509393,0.9677808219178082,0.03077086250049915,0.9748826291079812,0.02477973220193845,0.9708098609531886,0.013241125147103917,target,feature_ablation_xgboost_baseline,feature_ablation_xgboost_baseline,True,baseline,Baseline,"Median/most-frequent imputation, scaling enabled, no extra transforms.",baseline,xgboost,feature_ablation
