framework,seed,fold,fit_time_sec,predict_time_sec,accuracy,precision,recall,f1,ablation_suite,preprocessing_variant,feature_variant,feature_description,feature_variant_key,estimator_name,experiment_family
feature_ablation_xgboost_baseline,42,1,0.04211120899708476,0.0032629999914206564,0.9912280701754386,1.0,0.9859154929577465,0.9929078014184397,True,baseline,Baseline,"Median/most-frequent imputation, scaling enabled, no extra transforms.",baseline,xgboost,feature_ablation
feature_ablation_xgboost_baseline,42,2,0.25573741699918173,0.002900958003010601,0.9473684210526315,0.9333333333333333,0.9859154929577465,0.958904109589041,True,baseline,Baseline,"Median/most-frequent imputation, scaling enabled, no extra transforms.",baseline,xgboost,feature_ablation
feature_ablation_xgboost_baseline,42,3,0.07285220899211708,0.002793958003167063,0.956140350877193,0.9466666666666667,0.9861111111111112,0.9659863945578231,True,baseline,Baseline,"Median/most-frequent imputation, scaling enabled, no extra transforms.",baseline,xgboost,feature_ablation
feature_ablation_xgboost_baseline,42,4,0.08333941698947456,0.0029977090016473085,0.956140350877193,1.0,0.9305555555555556,0.9640287769784173,True,baseline,Baseline,"Median/most-frequent imputation, scaling enabled, no extra transforms.",baseline,xgboost,feature_ablation
feature_ablation_xgboost_baseline,42,5,0.07249733399657998,0.003441209002630785,0.9646017699115044,0.958904109589041,0.9859154929577465,0.9722222222222222,True,baseline,Baseline,"Median/most-frequent imputation, scaling enabled, no extra transforms.",baseline,xgboost,feature_ablation
