seed,fit_time_sec_mean,fit_time_sec_std,predict_time_sec_mean,predict_time_sec_std,rmse_mean,rmse_std,mae_mean,mae_std,r2_mean,r2_std,target,experiment,framework,ablation_suite,preprocessing_variant,feature_variant,feature_description,feature_variant_key,estimator_name,experiment_family
42,0.11712109160143883,0.0021889316350349945,0.00337390020431485,2.356540561504444e-05,3.047829694344318,0.26954277907026536,2.6011691233201097,0.2661636776547015,-0.039062742749934244,0.0674567708835804,y,feature_ablation_catboost_quantile_bins,feature_ablation_catboost_quantile_bins,True,quantile_bins,Quantile Binning,Discretize numeric features into quantile bins and one-hot encode.,quantile_bins,catboost,feature_ablation
