seed,fit_time_sec_mean,fit_time_sec_std,predict_time_sec_mean,predict_time_sec_std,rmse_mean,rmse_std,mae_mean,mae_std,r2_mean,r2_std,target,experiment,framework,ablation_suite,preprocessing_variant,feature_variant,feature_description,feature_variant_key,estimator_name,experiment_family
42,0.025373991401284,0.006150695785290382,0.0021199500013608487,0.00047145483281888016,3.044713834249511,0.27283816019881296,2.598709200782541,0.270173146069227,-0.03643855396819044,0.05970588348910969,y,feature_ablation_lightgbm_poly2,feature_ablation_lightgbm_poly2,True,poly2,Polynomial (deg=2),Augment numeric features with 2nd-degree polynomial terms.,poly2,lightgbm,feature_ablation
