seed,fit_time_sec_mean,fit_time_sec_std,predict_time_sec_mean,predict_time_sec_std,rmse_mean,rmse_std,mae_mean,mae_std,r2_mean,r2_std,target,experiment,framework,ablation_suite,preprocessing_variant,feature_variant,feature_description,feature_variant_key,estimator_name,experiment_family
42,0.9010823583987075,0.05658587530208849,0.007901241796207614,0.0013468723282431853,3.0464501857757567,0.26881471722994676,2.59998779296875,0.26521115661144024,-0.03817425062611597,0.06801955927179056,y,feature_ablation_xgboost_vif_filter,feature_ablation_xgboost_vif_filter,True,vif_filter,VIF Filter,Apply variance inflation factor filtering (threshold=8).,vif_filter,xgboost,feature_ablation
