seed,fit_time_sec_mean,fit_time_sec_std,predict_time_sec_mean,predict_time_sec_std,rmse_mean,rmse_std,mae_mean,mae_std,r2_mean,r2_std,target,experiment,framework,ablation_suite,preprocessing_variant,feature_variant,feature_description,feature_variant_key,estimator_name,experiment_family
42,1.300975750395446,0.5181642191172846,0.0042977248027455065,0.0027242482781984286,3.044713834249511,0.27283816019881296,2.598709200782541,0.270173146069227,-0.03643855396819044,0.05970588348910969,y,feature_ablation_lightgbm_vif_filter,feature_ablation_lightgbm_vif_filter,True,vif_filter,VIF Filter,Apply variance inflation factor filtering (threshold=8).,vif_filter,lightgbm,feature_ablation
