seed,fit_time_sec_mean,fit_time_sec_std,predict_time_sec_mean,predict_time_sec_std,rmse_mean,rmse_std,mae_mean,mae_std,r2_mean,r2_std,target,experiment,framework,ablation_suite,preprocessing_variant,feature_variant,feature_description,feature_variant_key,estimator_name,experiment_family
42,0.05173179160046857,0.003562256208049985,0.006937316799303516,0.0001708849524879752,3.0464501857757567,0.26881471722994676,2.59998779296875,0.26521115661144024,-0.03817425062611597,0.06801955927179056,y,feature_ablation_xgboost_quantile_bins,feature_ablation_xgboost_quantile_bins,True,quantile_bins,Quantile Binning,Discretize numeric features into quantile bins and one-hot encode.,quantile_bins,xgboost,feature_ablation
