seed,fit_time_sec_mean,fit_time_sec_std,predict_time_sec_mean,predict_time_sec_std,rmse_mean,rmse_std,mae_mean,mae_std,r2_mean,r2_std,target,experiment,framework,ablation_suite,preprocessing_variant,feature_variant,feature_description,feature_variant_key,estimator_name,experiment_family
42,0.027134358399780466,0.002747512854162031,0.0021833754057297484,0.00047528748078586454,3.044713834249511,0.27283816019881296,2.598709200782541,0.270173146069227,-0.03643855396819044,0.05970588348910969,y,feature_ablation_lightgbm_quantile_bins,feature_ablation_lightgbm_quantile_bins,True,quantile_bins,Quantile Binning,Discretize numeric features into quantile bins and one-hot encode.,quantile_bins,lightgbm,feature_ablation
