framework,seed,fold,fit_time_sec,predict_time_sec,rmse,mae,r2,ablation_suite,preprocessing_variant,feature_variant,feature_description,feature_variant_key,estimator_name,experiment_family
feature_ablation_xgboost_no_scaling,42,1,0.053833416997804306,0.007452417004969902,3.0807535648345947,2.559377908706665,-2.6974200464158216e-05,True,no_scaling,No Scaling,Disable numeric scaling to test robustness to raw feature magnitudes.,no_scaling,xgboost,feature_ablation
feature_ablation_xgboost_no_scaling,42,2,0.051084749997244217,0.007222500003990717,2.982705593109131,2.6083152294158936,-0.0020238663639167154,True,no_scaling,No Scaling,Disable numeric scaling to test robustness to raw feature magnitudes.,no_scaling,xgboost,feature_ablation
feature_ablation_xgboost_no_scaling,42,3,0.051247082999907434,0.0069492500042542815,3.479389190673828,3.04018497467041,-0.02635581743737725,True,no_scaling,No Scaling,Disable numeric scaling to test robustness to raw feature magnitudes.,no_scaling,xgboost,feature_ablation
feature_ablation_xgboost_no_scaling,42,4,0.2002762089978205,0.00945066699932795,2.7582030296325684,2.4324896335601807,-0.004106067856881168,True,no_scaling,No Scaling,Disable numeric scaling to test robustness to raw feature magnitudes.,no_scaling,xgboost,feature_ablation
feature_ablation_xgboost_no_scaling,42,5,0.064155625004787,0.008782708013313822,2.931199550628662,2.3595712184906006,-0.15835852727194055,True,no_scaling,No Scaling,Disable numeric scaling to test robustness to raw feature magnitudes.,no_scaling,xgboost,feature_ablation
