framework_a,framework_b,metric,diff,t_stat,p_value,boot_ci_low,boot_ci_high
feature_ablation_xgboost_baseline,feature_ablation_xgboost_poly2,fit_time_sec,0.03568606699700466,0.8746450122928778,0.43114053995282553,-0.010104366403538761,0.11814317580137872
feature_ablation_xgboost_baseline,feature_ablation_xgboost_poly2,predict_time_sec,0.00049139200127684,1.8206920092264252,0.14276228480326184,9.062675759199127e-05,0.0009906251943903005
feature_ablation_xgboost_baseline,feature_ablation_xgboost_quantile_bins,fit_time_sec,0.033672000395017665,0.8429929914217325,0.44669035702868876,-0.011826266004936822,0.11455581719928891
feature_ablation_xgboost_baseline,feature_ablation_xgboost_quantile_bins,predict_time_sec,0.0005193750024773212,1.7550164615476578,0.15411076313384284,3.4466807846939874e-05,0.0011126083991257203
feature_ablation_xgboost_baseline,feature_ablation_xgboost_no_scaling,fit_time_sec,0.0012843751959735056,0.022793862839614213,0.9829064530528837,-0.09766283380449757,0.11324779219867191
feature_ablation_xgboost_baseline,feature_ablation_xgboost_no_scaling,predict_time_sec,-0.0005148166033904994,-0.8604136935702561,0.4380768261804017,-0.0015958000003593203,0.0005314747948432603
feature_ablation_xgboost_baseline,automl_suite_autogluon,fit_time_sec,-1.6217534244118725,-9.322259553576897,0.0007369941465726888,-1.9172974912129574,-1.315209774413961
feature_ablation_xgboost_baseline,automl_suite_autogluon,predict_time_sec,-0.01903875799907834,-4.3030353256447835,0.012615293080852952,-0.02662908533646256,-0.011465499401674581
feature_ablation_xgboost_baseline,feature_ablation_lightgbm_no_scaling,fit_time_sec,0.04539781739586033,0.9335799018588262,0.40337156672146585,-0.0239269139856333,0.14412318439572122
feature_ablation_xgboost_baseline,feature_ablation_lightgbm_no_scaling,predict_time_sec,0.005384766802308181,23.91935811586796,1.8117969956265652e-05,0.00499706720001996,0.0057724664045964
feature_ablation_xgboost_baseline,feature_ablation_catboost_vif_filter,fit_time_sec,-0.9916392078041099,-4.699597218518042,0.009311185781084466,-1.367446107408614,-0.6387936578015797
feature_ablation_xgboost_baseline,feature_ablation_catboost_vif_filter,predict_time_sec,0.0033982418040977803,11.427579431131846,0.0003345663987474299,0.00289337540743872,0.003935691603692259
feature_ablation_xgboost_baseline,feature_ablation_lightgbm_poly2,fit_time_sec,0.060029800594202244,1.4726226801128859,0.21483979479747137,0.014273142392630677,0.14181019240058962
feature_ablation_xgboost_baseline,feature_ablation_lightgbm_poly2,predict_time_sec,0.00533674180041998,22.049782584374643,2.5038154667277243e-05,0.004867233394179481,0.005730300003779119
feature_ablation_xgboost_baseline,feature_ablation_catboost_poly2,fit_time_sec,-0.03154838280461267,-0.7547118766725412,0.4924210573610025,-0.07716841600195043,0.05312960919109172
feature_ablation_xgboost_baseline,feature_ablation_catboost_poly2,predict_time_sec,0.0042214419983793005,16.037579594942088,8.839387662419053e-05,0.003785240939905631,0.0046881165937520605
feature_ablation_xgboost_baseline,feature_ablation_lightgbm_quantile_bins,fit_time_sec,0.058269433595705744,1.3961337733355008,0.235173057446747,0.010113908993662277,0.14309598359977832
feature_ablation_xgboost_baseline,feature_ablation_lightgbm_quantile_bins,predict_time_sec,0.0052733163960511,13.181331975302074,0.00019135126824487063,0.004644167200458479,0.00603636579471642
feature_ablation_xgboost_baseline,feature_ablation_lightgbm_baseline,fit_time_sec,0.05275006719457448,1.3467045389289087,0.24931966842885903,0.006849758792668541,0.13226810919295534
feature_ablation_xgboost_baseline,feature_ablation_lightgbm_baseline,predict_time_sec,0.005553533800411981,17.927592929792265,5.6899464593258625e-05,0.005054041567491375,0.00611155879742002
feature_ablation_xgboost_baseline,feature_ablation_catboost_quantile_bins,fit_time_sec,-0.031717299605952584,-0.7543380393357657,0.49262209059228107,-0.07739104960055561,0.053068333791452524
feature_ablation_xgboost_baseline,feature_ablation_catboost_quantile_bins,predict_time_sec,0.004082791597466001,17.5391240931495,6.205344486175525e-05,0.0037208085937891406,0.00451769959472586
feature_ablation_xgboost_baseline,feature_ablation_xgboost_vif_filter,fit_time_sec,-0.8156785664032213,-22.431841955535035,2.3386185848956175e-05,-0.8763711828010855,-0.7489265002048342
