framework,metric,mean,std,ci95_low,ci95_high,boot_ci_low,boot_ci_high,n
H2O_AutoML,f1_macro,0.0283687943262411,0.0,0.0283687943262411,0.0283687943262411,0.0283687943262411,0.0283687943262411,1
H2O_AutoML,accuracy,0.074074074074074,0.0,0.074074074074074,0.074074074074074,0.074074074074074,0.074074074074074,1
H2O_AutoML,roc_auc_ovr,0.1538461538461538,0.0,0.1538461538461538,0.1538461538461538,0.1538461538461538,0.1538461538461538,1
H2O_AutoML,avg_precision_ovr,0.04,0.0,0.04,0.04,0.04,0.04,1
