feature,importance
worst_perimeter,0.26695663
mean_concave_points,0.21116292
worst_concave_points,0.12032409
worst_area,0.08273553
worst_radius,0.050156683
worst_concavity,0.027694615
worst_compactness,0.02435423
worst_texture,0.023547633
mean_texture,0.020914987
mean_area,0.020656787
radius_error,0.0157182
fractal_dimension_error,0.014197766
area_error,0.012616977
mean_radius,0.010053467
mean_smoothness,0.009587441
worst_smoothness,0.009377064
smoothness_error,0.008818801
concave_points_error,0.007781359
compactness_error,0.00766882
mean_concavity,0.007444145
worst_fractal_dimension,0.007183324
texture_error,0.0071784696
symmetry_error,0.006554894
mean_fractal_dimension,0.0057023847
worst_symmetry,0.00557908
mean_compactness,0.0047331676
mean_perimeter,0.0039394656
mean_symmetry,0.0032095984
concavity_error,0.0031432402
perimeter_error,0.001008196
