f1_macro,accuracy,roc_auc_ovr,avg_precision_ovr,framework
0.9622238561679722,0.9648501785437044,0.9943114327654125,0.9962546167318268,XGBoost
0.965818713609406,0.9683744760130416,0.9944523731536504,0.9964290715955264,LightGBM
0.9644598848490836,0.9666200900481292,0.994384394220621,0.9966572847377916,CatBoost
0.9623015873015872,0.9649122807017544,0.9950396825396826,0.9971501525685088,FLAML
0.9285714285714286,0.9338842975206612,1.0,1.0,H2O_AutoML
