framework,metric,ci95_lo,ci95_hi
XGBoost,f1_macro,0.9478595764150349,0.9765881359209095
XGBoost,accuracy,0.9515319953621806,0.9781683617252284
LightGBM,f1_macro,0.9465941099245699,0.9850433172942422
LightGBM,accuracy,0.9506862869232127,0.9860626651028703
