f1_macro,accuracy,roc_auc_ovr,avg_precision_ovr,framework
0.9955750992903702,0.9956230922362308,1.0,1.0,XGBoost
0.9970492884129154,0.9970829462508296,1.0,1.0,LightGBM
0.9970505510917442,0.9970802919708028,0.9999460742018982,0.9999326972458092,CatBoost
1.0,1.0,1.0,1.0,FLAML
0.9851305091998288,0.9856115107913669,1.0,0.9999999999999999,H2O_AutoML
