dataset,framework,accuracy,f1_macro,roc_auc_ovr,avg_precision_ovr,fit_time_sec,predict_time_sec,duration_sec
sms_spam_collection,Logistic_TFIDF,0.9641186368357071,0.9134646835159159,0.9909745655014162,0.9694523714046867,0.01965498924255371,0.008327293395996093,0.14203691482543945
