framework,metric,mean,std,ci95_low,ci95_high,boot_ci_low,boot_ci_high,n
CatBoost,f1_macro,0.9644598848490837,0.01165841330511404,0.9416093947710602,0.9873103749271073,0.9538831968005218,0.9717726403150133,5
CatBoost,accuracy,0.9666200900481293,0.011401894276319617,0.9442723772665429,0.9889678028297157,0.9561403508771932,0.9736376339077782,5
CatBoost,roc_auc_ovr,0.9943843942206207,0.003401049989489737,0.9877183362412209,1.0010504522000205,0.9915758547841745,0.9969652107303597,5
CatBoost,avg_precision_ovr,0.9966572847377917,0.0020460527309877114,0.9926470213850558,1.0006675480905276,0.9949227403407093,0.9982092684394315,5
feature_ablation_xgboost_baseline,accuracy,0.9630957925787922,0.016865642325093876,0.9300391336216082,0.9961524515359762,0.9525694767893185,0.9771929824561404,5
feature_ablation_xgboost_baseline,fit_time_sec,0.10530751719488755,0.08549178425971711,-0.06225637995415799,0.2728714143439331,0.056434075595461694,0.18258333379635577,5
feature_ablation_xgboost_baseline,predict_time_sec,0.00307936680037524,0.00026674276221700337,0.0025565509864299138,0.0036021826143205664,0.0028774569577944653,0.0032986417936626206,5
feature_ablation_xgboost_poly2,accuracy,0.9683744760130415,0.004741521118498445,0.9590810946207845,0.9776678574052985,0.9649122807017545,0.9718832479428661,5
feature_ablation_xgboost_poly2,fit_time_sec,0.3865451751975343,0.012171494727070239,0.3626890455324766,0.41040130486259196,0.37750044199929106,0.3964035504002822,5
feature_ablation_xgboost_poly2,predict_time_sec,0.025820508194738016,0.00032455174956918956,0.025184386765582406,0.026456629623893627,0.02555800799455024,0.026064783395850062,5
XGBoost,f1_macro,0.9622238561679722,0.01638750304866927,0.9301043501925804,0.994343362143364,0.9526917555737485,0.9771940379548069,5
XGBoost,accuracy,0.9648501785437045,0.015194062719735689,0.9350698156130225,0.9946305414743865,0.956140350877193,0.9788852662630025,5
XGBoost,roc_auc_ovr,0.9943114327654123,0.005555343830867007,0.983422958856913,1.0051999066739117,0.9900294532050182,0.9985272747596691,5
XGBoost,avg_precision_ovr,0.9962546167318267,0.0038458497965718217,0.9887167511305459,1.0037924823331075,0.9933668415484668,0.9990866967941198,5
automl_suite_autogluon,accuracy,0.9455519329296692,0.018938660592111245,0.9084321581691311,0.9826717076902073,0.9298245614035088,0.9595249184909175,5
