framework,metric,mean,std,ci95_low,ci95_high,boot_ci_low,boot_ci_high,n
automl_suite_autogluon,fit_time_sec,7.828796283403062,9.284327292418633,-10.368485209737457,26.02607777654358,3.55276252500189,16.139557133603375,5
automl_suite_autogluon,predict_time_sec,0.0036583501962013203,0.0010781640635028247,0.001545148631735784,0.0057715517606668565,0.00288170039711984,0.00460014999262054,5
H2O_AutoML,f1_macro,0.9566750940998956,0.01578346402976937,0.9257395046015476,0.9876106835982436,0.9424947629173231,0.9648283650247229,5
H2O_AutoML,accuracy,0.9597282645654582,0.014519580655053405,0.9312698864815535,0.988186642649363,0.9466367421515831,0.9673188169538893,5
H2O_AutoML,roc_auc_ovr,0.9956375765358733,0.002455709977963093,0.9908243849790656,1.0004507680926809,0.9943688054251434,0.997870223061019,5
H2O_AutoML,avg_precision_ovr,0.9972982251267307,0.001547325424177145,0.9942654672953435,1.000330982958118,0.9964049322784996,0.998680953860067,5
boosting_suite_xgboost_baseline,accuracy,0.9613336438441238,0.014451473096870024,0.9330087565742585,0.989658531113989,0.9534076618537494,0.969998059307561,10
boosting_suite_xgboost_baseline,fit_time_sec,0.08844576260162282,0.058692706676153436,-0.026591942483637915,0.20348346768688355,0.06609696448205793,0.12642320707349422,10
boosting_suite_xgboost_baseline,predict_time_sec,0.00285058749868763,0.00025558421672917177,0.0023496424338984535,0.003351532563476807,0.0027108657235657614,0.003014227679377621,10
boosting_suite_lightgbm_baseline,accuracy,0.9674739947213167,0.017109351173024964,0.9339396664221877,1.0010083230204456,0.9578636857630803,0.978087641670548,10
boosting_suite_lightgbm_baseline,fit_time_sec,0.38845360429986614,0.06188446384474895,0.2671600551641582,0.5097471534355741,0.35822263639423907,0.4292914533994917,10
boosting_suite_lightgbm_baseline,predict_time_sec,0.00205924170295471,0.00023530726424378037,0.0015980394650369004,0.0025204439408725195,0.0019278730104633295,0.002194255736248999,10
FLAML,f1_macro,0.9623015873015872,0.0,0.9623015873015872,0.9623015873015872,0.9623015873015872,0.9623015873015872,1
FLAML,accuracy,0.9649122807017544,0.0,0.9649122807017544,0.9649122807017544,0.9649122807017544,0.9649122807017544,1
FLAML,roc_auc_ovr,0.9950396825396826,0.0,0.9950396825396826,0.9950396825396826,0.9950396825396826,0.9950396825396826,1
FLAML,avg_precision_ovr,0.9971501525685088,0.0,0.9971501525685088,0.9971501525685088,0.9971501525685088,0.9971501525685088,1
boosting_suite_catboost_baseline,accuracy,0.9666045645086166,0.012966732977522547,0.9411897678726725,0.9920193611445608,0.958686151218755,0.973660922217047,10
boosting_suite_catboost_baseline,fit_time_sec,0.8533610250015045,0.026544011947275386,0.8013347615848447,0.9053872884181642,0.8400405364694233,0.8703040044057707,10
boosting_suite_catboost_baseline,predict_time_sec,0.0017247541007236003,0.000492965279697142,0.000758542152517202,0.0026909660489299984,0.0015517823532354117,0.0020432423013334827,10
LightGBM,f1_macro,0.9658187136094061,0.021932408510095227,0.9228311929296195,1.0088062342891928,0.9502365678748194,0.9847134400203821,5
LightGBM,accuracy,0.9683744760130415,0.02017958836924865,0.9288224828093141,1.0079264692167689,0.9542966930600838,0.9859183356621642,5
LightGBM,roc_auc_ovr,0.9944523731536504,0.0067734787416743915,0.9811763548199686,1.0077283914873323,0.988308100107969,0.9990014159028243,5
LightGBM,avg_precision_ovr,0.9964290715955263,0.004593490259382782,0.9874258306871361,1.0054323125039166,0.9922289498662966,0.9994130576137967,5
