feature,importance
worst_area worst_concave_points,0.17665994
worst_area worst_smoothness,0.12491072
mean_area worst_smoothness,0.06225534
worst_area worst_fractal_dimension,0.056737363
worst_radius worst_smoothness,0.038788363
worst_perimeter worst_smoothness,0.03424331
worst_area worst_concavity,0.026545629
mean_fractal_dimension worst_area,0.02614303
mean_concave_points worst_texture,0.021746997
worst_area worst_symmetry,0.019527728
mean_texture worst_area,0.019445939
mean_smoothness worst_concave_points,0.012866197
area_error worst_compactness,0.012401445
mean_concavity worst_radius,0.012048884
worst_smoothness worst_concave_points,0.011082692
mean_concavity worst_texture,0.010292421
mean_area worst_texture,0.010220783
worst_texture worst_concave_points,0.0098451115
perimeter_error worst_concavity,0.009236695
worst_concave_points worst_fractal_dimension,0.009098857
mean_texture worst_concavity,0.008913651
worst_texture worst_area,0.008450028
radius_error worst_concavity,0.007971394
mean_texture perimeter_error,0.0070166346
perimeter_error worst_compactness,0.0068445355
worst_texture worst_perimeter,0.006623426
mean_texture mean_concave_points,0.006356005
mean_texture worst_concave_points,0.0061126035
mean_texture mean_concavity,0.0059505934
worst_radius worst_texture,0.005864653
mean_symmetry worst_smoothness,0.0055763577
area_error worst_radius,0.004968853
worst_texture worst_concavity,0.0047787908
radius_error worst_concave_points,0.0047021518
smoothness_error fractal_dimension_error,0.0044838437
worst_concavity worst_concave_points,0.0042504403
area_error worst_concavity,0.0040841997
perimeter_error worst_texture,0.004047546
worst_radius worst_concave_points,0.003900264
symmetry_error worst_area,0.0038903581
radius_error worst_radius,0.003829411
mean_smoothness worst_area,0.0037483745
mean_radius perimeter_error,0.0035970607
mean_smoothness worst_fractal_dimension,0.0035706938
mean_texture area_error,0.0035389515
mean_texture radius_error,0.0034452614
worst_perimeter worst_area,0.003215742
concave_points_error,0.003121566
radius_error worst_area,0.0028853868
area_error worst_texture,0.002817666
mean_radius worst_texture,0.002809851
area_error worst_smoothness,0.0027646825
mean_concave_points texture_error,0.0026649686
mean_fractal_dimension texture_error,0.0026466746
mean_symmetry worst_area,0.0025891792
mean_fractal_dimension,0.0025859654
area_error worst_concave_points,0.002509927
mean_compactness concave_points_error,0.002479697
mean_symmetry worst_perimeter,0.0024106675
mean_fractal_dimension worst_radius,0.0023981405
mean_smoothness worst_radius,0.002345768
radius_error worst_symmetry,0.0022302817
worst_perimeter worst_concavity,0.0021200369
mean_texture worst_fractal_dimension,0.0020740142
worst_texture worst_symmetry,0.0020576608
worst_smoothness worst_symmetry,0.0019729065
symmetry_error worst_fractal_dimension,0.001958353
mean_concave_points area_error,0.001955813
worst_texture worst_smoothness,0.0018627022
worst_concave_points worst_symmetry,0.0018377885
texture_error worst_smoothness,0.0018356129
smoothness_error symmetry_error,0.0017587703
symmetry_error worst_concave_points,0.0017413367
worst_smoothness worst_fractal_dimension,0.0016396766
mean_concave_points symmetry_error,0.001637708
mean_radius worst_concavity,0.0015995101
mean_texture smoothness_error,0.0015981613
radius_error worst_texture,0.0015951496
symmetry_error^2,0.0015657103
mean_texture symmetry_error,0.0015500048
mean_radius concave_points_error,0.0015106697
mean_concave_points worst_concave_points,0.0015090872
mean_smoothness worst_texture,0.0014974374
mean_fractal_dimension worst_fractal_dimension,0.0014780886
worst_texture,0.0014737971
symmetry_error worst_smoothness,0.0014329501
mean_texture^2,0.0014062326
worst_symmetry worst_fractal_dimension,0.0013642053
mean_fractal_dimension fractal_dimension_error,0.0012948159
smoothness_error^2,0.0012861975
fractal_dimension_error,0.0012841631
