feature,importance
worst_area worst_concave_points,0.2814087
mean_concavity worst_area,0.09504705
worst_area worst_smoothness,0.080366805
mean_concave_points worst_texture,0.049288377
mean_texture mean_concave_points,0.02659371
worst_area worst_symmetry,0.024486475
mean_concavity worst_texture,0.02279442
mean_perimeter mean_smoothness,0.02270319
mean_concave_points worst_area,0.021419305
worst_area worst_fractal_dimension,0.019103305
radius_error worst_concavity,0.011982955
mean_texture worst_perimeter,0.01139911
mean_texture worst_area,0.011078152
mean_texture worst_concave_points,0.009857395
worst_radius,0.009634831
worst_texture worst_concave_points,0.009371468
mean_symmetry,0.009241127
mean_texture worst_concavity,0.008148978
worst_radius worst_concave_points,0.007424793
mean_compactness worst_compactness,0.0067247385
mean_fractal_dimension,0.006100862
worst_area,0.0053163045
worst_perimeter worst_smoothness,0.0052962825
mean_concave_points area_error,0.004880301
worst_texture worst_area,0.004667309
worst_radius worst_symmetry,0.0046154545
area_error worst_radius,0.004535926
worst_texture worst_perimeter,0.004391132
mean_smoothness radius_error,0.004374609
mean_texture,0.004330785
mean_symmetry worst_area,0.004317609
worst_symmetry worst_fractal_dimension,0.0042325496
concave_points_error worst_smoothness,0.0040935376
worst_symmetry,0.004089959
mean_radius mean_texture,0.0036672032
area_error worst_texture,0.0036555748
smoothness_error fractal_dimension_error,0.0036028824
area_error worst_perimeter,0.0035768964
area_error worst_smoothness,0.0034452658
mean_texture compactness_error,0.0033820472
radius_error symmetry_error,0.003369423
mean_texture mean_fractal_dimension,0.003136165
mean_area worst_texture,0.0031263502
texture_error worst_concavity,0.0029926014
worst_radius worst_texture,0.0028431276
mean_concavity area_error,0.0028225896
worst_radius worst_concavity,0.0027751618
perimeter_error worst_texture,0.0027704937
worst_smoothness worst_symmetry,0.0027631572
worst_radius worst_smoothness,0.002679918
texture_error worst_texture,0.0026487182
compactness_error concavity_error,0.0026202705
mean_concave_points concave_points_error,0.0025967185
mean_area radius_error,0.0025599962
radius_error worst_area,0.0025437276
mean_area mean_symmetry,0.0025365765
perimeter_error,0.0023108278
mean_perimeter compactness_error,0.0022932452
worst_concavity worst_symmetry,0.0022361474
mean_radius area_error,0.0022347567
mean_concavity worst_smoothness,0.0022171778
mean_smoothness worst_radius,0.0021822492
mean_compactness worst_area,0.0021384961
concave_points_error^2,0.002059038
area_error worst_concave_points,0.0020242897
mean_compactness worst_texture,0.001994924
mean_texture area_error,0.0019653612
worst_texture worst_concavity,0.0019571541
worst_texture worst_symmetry,0.0019108711
worst_symmetry^2,0.0019070359
fractal_dimension_error worst_area,0.0019024555
mean_fractal_dimension radius_error,0.001881997
mean_texture concave_points_error,0.001844716
worst_radius worst_compactness,0.0018068164
area_error worst_fractal_dimension,0.0018025788
radius_error worst_fractal_dimension,0.0017875957
mean_concave_points radius_error,0.0017448995
radius_error,0.0017050451
area_error worst_symmetry,0.00166488
mean_area worst_smoothness,0.001651957
mean_texture mean_symmetry,0.0016407358
fractal_dimension_error,0.0016077724
smoothness_error worst_fractal_dimension,0.0015751411
mean_perimeter worst_symmetry,0.0015712015
mean_concave_points,0.0015690966
smoothness_error worst_symmetry,0.0015666106
mean_texture worst_radius,0.0015023341
mean_compactness,0.0014862301
mean_smoothness worst_texture,0.0014628555
mean_texture mean_compactness,0.0014604994
mean_radius mean_perimeter,0.0014425142
symmetry_error worst_symmetry,0.001398308
worst_texture worst_fractal_dimension,0.0013745966
symmetry_error fractal_dimension_error,0.001367997
mean_symmetry worst_texture,0.0013341235
mean_radius symmetry_error,0.0013289847
worst_smoothness worst_compactness,0.001243073
worst_texture^2,0.0012266655
mean_symmetry area_error,0.001219039
radius_error worst_compactness,0.0012058123
mean_concavity worst_concavity,0.0011748453
worst_compactness worst_fractal_dimension,0.0011695903
compactness_error worst_compactness,0.0011328046
mean_radius radius_error,0.0011225184
symmetry_error^2,0.0011223669
worst_concave_points worst_symmetry,0.00111559
mean_concave_points smoothness_error,0.001103271
mean_concavity mean_concave_points,0.0010994892
perimeter_error symmetry_error,0.0010947044
mean_compactness symmetry_error,0.0010681798
radius_error worst_symmetry,0.0009477598
mean_concave_points perimeter_error,0.0009448282
concave_points_error symmetry_error,0.0009313108
worst_concavity,0.00092558103
worst_smoothness worst_concave_points,0.0009244029
mean_concave_points texture_error,0.0009241741
mean_texture worst_smoothness,0.0008958764
mean_smoothness fractal_dimension_error,0.0008865061
mean_area symmetry_error,0.0008474487
worst_texture worst_smoothness,0.00084254285
perimeter_error worst_concave_points,0.00080836954
mean_radius,0.00076440035
mean_compactness mean_fractal_dimension,0.00075699453
smoothness_error worst_concave_points,0.0007553239
mean_concavity worst_fractal_dimension,0.0007552415
mean_concave_points^2,0.0007489624
radius_error perimeter_error,0.00073820533
mean_radius worst_smoothness,0.0007304606
area_error worst_area,0.0007295657
mean_perimeter worst_texture,0.0007084786
mean_radius smoothness_error,0.00068321975
worst_perimeter worst_symmetry,0.00067517674
mean_symmetry symmetry_error,0.0006727979
mean_concavity worst_symmetry,0.00067076384
worst_texture,0.0006606609
worst_concave_points worst_fractal_dimension,0.0006542364
mean_compactness^2,0.00064796885
worst_compactness worst_symmetry,0.00064119184
mean_concavity worst_radius,0.0006311775
mean_compactness worst_smoothness,0.0006005883
texture_error symmetry_error,0.00058959785
mean_area mean_concavity,0.00058323535
mean_symmetry compactness_error,0.0005714961
mean_radius worst_fractal_dimension,0.0005626754
mean_texture worst_texture,0.0005563082
smoothness_error symmetry_error,0.0005545468
