seed,fit_time_sec_mean,fit_time_sec_std,predict_time_sec_mean,predict_time_sec_std,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,target,experiment,framework
42,0.4504373668009066,0.019507468376956223,0.001336733199423179,3.2217750752491444e-05,0.9978102189781023,0.004896499220802478,0.9952,0.010733126291999,1.0,0.0,0.9975708502024292,0.005431744074898273,class,boosting_suite_catboost_baseline,boosting_suite_catboost_baseline
77,0.4421951917989645,0.001970762065883493,0.0016689668002072722,0.0005349085179114011,0.9978102189781021,0.001998987436150233,0.9951219512195122,0.004453028922806229,1.0,0.0,0.9975510204081633,0.0022356022755313297,class,boosting_suite_catboost_baseline,boosting_suite_catboost_baseline
