seed,fit_time_sec_mean,fit_time_sec_std,predict_time_sec_mean,predict_time_sec_std,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,target,experiment,framework
42,0.10429648360004648,0.08438660014734019,0.0029690083989407866,0.00030246825842097436,0.9630957925787922,0.01686564232509393,0.9677808219178082,0.03077086250049915,0.9748826291079812,0.02477973220193845,0.9708098609531886,0.013241125147103917,target,boosting_suite_xgboost_baseline,boosting_suite_xgboost_baseline
77,0.07259504160319921,0.00129012144291792,0.00273216659843456,0.00014293909629027146,0.9595714951094549,0.01332998899327275,0.9641066084689468,0.015248621321901825,0.9721048513302035,0.019538131202325473,0.9679280759173912,0.010576410989799013,target,boosting_suite_xgboost_baseline,boosting_suite_xgboost_baseline
