framework,seed,fold,fit_time_sec,predict_time_sec,accuracy,precision,recall,f1,ablation_suite,preprocessing_variant,feature_variant,feature_description,feature_variant_key,estimator_name,experiment_family
feature_ablation_xgboost_poly2,42,1,0.40191458399931435,0.026079499992192723,0.9649122807017544,0.9855072463768116,0.9577464788732394,0.9714285714285714,True,poly2,Polynomial (deg=2),Augment numeric features with 2nd-degree polynomial terms.,poly2,xgboost,feature_ablation
feature_ablation_xgboost_poly2,42,2,0.3754910419957014,0.025355332996696234,0.9736842105263158,0.9594594594594594,1.0,0.9793103448275862,True,poly2,Polynomial (deg=2),Augment numeric features with 2nd-degree polynomial terms.,poly2,xgboost,feature_ablation
feature_ablation_xgboost_poly2,42,3,0.3788400420016842,0.025881416993797757,0.9649122807017544,0.9594594594594594,0.9861111111111112,0.9726027397260274,True,poly2,Polynomial (deg=2),Augment numeric features with 2nd-degree polynomial terms.,poly2,xgboost,feature_ablation
feature_ablation_xgboost_poly2,42,4,0.37904624998918734,0.026141750000533648,0.9649122807017544,1.0,0.9444444444444444,0.9714285714285714,True,poly2,Polynomial (deg=2),Augment numeric features with 2nd-degree polynomial terms.,poly2,xgboost,feature_ablation
feature_ablation_xgboost_poly2,42,5,0.39743395800178405,0.025644540990469977,0.9734513274336283,0.9722222222222222,0.9859154929577465,0.9790209790209791,True,poly2,Polynomial (deg=2),Augment numeric features with 2nd-degree polynomial terms.,poly2,xgboost,feature_ablation
