fold,framework,accuracy,f1_macro,roc_auc_ovr,avg_precision_ovr
1,CatBoost,1.0,1.0,0.9999999999999999,1.0
2,CatBoost,1.0,1.0,1.0,1.0
3,CatBoost,0.9963503649635036,0.9963090186569676,0.9999460742018982,0.9999333599893376
4,CatBoost,0.9890510948905109,0.988943736801754,0.9997842968075927,0.9997301262397087
5,CatBoost,1.0,1.0,1.0,1.0
