framework,seed,fold,fit_time_sec,predict_time_sec,accuracy,precision,recall,f1
boosting_suite_xgboost_baseline,42,1,0.36974541699601104,0.0018909579957835376,1.0,1.0,1.0,1.0
boosting_suite_xgboost_baseline,42,2,0.474477374998969,0.002008916999329813,0.9927272727272727,1.0,0.9836065573770492,0.9917355371900827
boosting_suite_xgboost_baseline,42,3,0.9446266250015469,0.00211620800109813,0.9963503649635036,0.991869918699187,1.0,0.9959183673469387
boosting_suite_xgboost_baseline,42,4,0.48403741699439706,0.0017470829989179038,0.9890510948905109,0.976,1.0,0.9878542510121457
boosting_suite_xgboost_baseline,42,5,0.4225297910015797,0.001668709002842661,0.9963503649635036,0.991869918699187,1.0,0.9959183673469387
